"STATION","STATION_N","ROUTE","MP","NEG_AADT","POS_AADT","TOT_AADT","NEG_0000","NEG_0100","NEG_0200","NEG_0300","NEG_0400","NEG_0500","NEG_0600","NEG_0700","NEG_0800","NEG_0900","NEG_1000","NEG_1100","NEG_1200","NEG_1300","NEG_1400","NEG_1500","NEG_1600","NEG_1700","NEG_1800","NEG_1900","NEG_2000","NEG_2100","NEG_2200","NEG_2300","POS_0000","POS_0100","POS_0200","POS_0300","POS_0400","POS_0500","POS_0600","POS_0700","POS_0800","POS_0900","POS_1000","POS_1100","POS_1200","POS_1300","POS_1400","POS_1500","POS_1600","POS_1700","POS_1800","POS_1900","POS_2000","POS_2100","POS_2200","POS_2300","TOT_0000","TOT_0100","TOT_0200","TOT_0300","TOT_0400","TOT_0500","TOT_0600","TOT_0700","TOT_0800","TOT_0900","TOT_1000","TOT_1100","TOT_1200","TOT_1300","TOT_1400","TOT_1500","TOT_1600","TOT_1700","TOT_1800","TOT_1900","TOT_2000","TOT_2100","TOT_2200","TOT_2300","SUTRUCKS","CUTRUCKS"
"-0327",327,"0006",174.652,15771,15768,31539,103,63,57,78,166,439,706,1043,1059,871,868,934,971,943,991,1075,1081,1084,964,768,603,442,286,176,166,96,66,54,72,166,278,480,556,633,759,866,936,992,1101,1226,1374,1531,1293,980,793,649,432,269,269,159,123,132,238,605,984,1523,1615,1504,1627,1800,1907,1935,2092,2301,2455,2615,2257,1748,1396,1091,718,445,0.066,0.064
"-0329",329,"0089",412.398,14543,14630,29173,171,112,65,48,77,146,275,609,706,677,796,950,1053,1045,1052,1113,1143,1112,893,741,634,522,358,245,170,102,64,51,69,167,256,517,614,642,745,903,1020,1038,1088,1135,1192,1201,1019,797,672,531,382,255,341,214,129,99,146,313,531,1126,1320,1319,1541,1853,2073,2083,2140,2248,2335,2313,1912,1538,1306,1053,740,500,0.142,0.02
"-0332",332,"0186",6.186,23823,23918,47741,106,61,43,54,159,844,1761,2209,2153,1831,1525,1387,1484,1455,1386,1196,1123,1268,1322,813,624,499,333,187,213,118,70,50,54,108,313,762,856,889,1090,1428,1624,1560,1962,2304,2331,2217,1729,1377,1067,824,558,414,319,179,113,104,213,952,2074,2971,3009,2720,2615,2815,3108,3015,3348,3500,3454,3485,3051,2190,1691,1323,891,601,0.084,0.021
"-0333",333,"0071",21.26,22990,21056,44046,249,164,99,59,62,148,373,739,1048,1023,1146,1337,1488,1521,1606,1822,2017,1982,1646,1304,1094,943,680,440,182,114,71,50,87,281,779,1535,1817,1353,1167,1192,1242,1270,1246,1241,1306,1430,1369,1034,815,688,490,297,431,278,170,109,149,429,1152,2274,2865,2376,2313,2529,2730,2791,2852,3063,3323,3412,3015,2338,1909,1631,1170,737,0.056,0.01
"-0335",335,"0173",8.26,14210,15039,29249,134,82,55,37,40,75,191,375,471,484,605,777,894,909,1026,1269,1464,1502,1164,839,681,542,375,219,98,57,41,42,82,277,756,1196,1250,931,814,849,939,933,940,946,973,998,883,672,514,404,274,170,232,139,96,79,122,352,947,1571,1721,1415,1419,1626,1833,1842,1966,2215,2437,2500,2047,1511,1195,946,649,389,0.058,0.015
"-0340",340,"0080",118.42,38255,35645,73900,433,257,204,310,606,1225,2030,2351,2168,1943,1710,1799,2094,2214,2199,2673,2918,2782,2039,1687,1460,1399,1061,693,545,343,220,209,375,812,1540,2372,2465,1978,1923,1928,1909,2042,2146,2320,2580,2425,1737,1474,1400,1166,1041,695,978,600,424,519,981,2037,3570,4723,4633,3921,3633,3727,4003,4256,4345,4993,5498,5207,3776,3161,2860,2565,2102,1388,0.104,0.042
"-0348",348,"0015",341.25,59051,58064,117115,626,377,308,326,558,1152,1861,2784,2924,2918,3096,3328,3441,3690,4148,4861,4899,4582,3851,2860,2298,1860,1397,906,498,387,290,380,915,2286,3019,3369,3166,2827,2955,3269,3386,3511,3883,4186,4290,4117,3170,2441,2078,1709,1181,751,1124,764,598,706,1473,3438,4880,6153,6090,5745,6051,6597,6827,7201,8031,9047,9189,8699,7021,5301,4376,3569,2578,1657,0.071,0.098
"-0349",349,"0015",246.92,21769,22041,43810,199,135,109,95,146,288,487,730,891,1059,1247,1349,1386,1455,1579,1714,1818,1844,1542,1216,941,734,491,314,219,143,118,143,277,662,939,1165,1098,1057,1124,1239,1356,1423,1493,1621,1614,1555,1350,1076,878,681,488,322,418,278,227,238,423,950,1426,1895,1989,2116,2371,2588,2742,2878,3072,3335,3432,3399,2892,2292,1819,1415,979,636,0.08,0.122
"-0350",350,"0189",4.831,15242,15222,30464,138,64,33,24,50,147,277,671,877,798,763,866,972,942,982,1096,1224,1347,1116,847,719,593,444,252,114,54,30,22,42,155,350,716,1022,832,794,902,978,1011,1024,1134,1218,1266,997,788,651,576,347,199,252,118,63,46,92,302,627,1387,1899,1630,1557,1768,1950,1953,2006,2230,2442,2613,2113,1635,1370,1169,791,451,0.06,0.023
"-0351",351,"0215",12.381,54695,57239,111934,481,294,216,258,444,1221,2434,3402,3209,2509,2270,2541,2871,3046,3471,4189,4566,4537,3708,2703,2249,1929,1343,804,551,351,249,276,555,1479,2867,3854,3966,3262,2936,3005,3088,3214,3528,3947,4236,4231,3347,2439,2035,1674,1314,835,1032,645,465,534,999,2700,5301,7256,7175,5771,5206,5546,5959,6260,6999,8136,8802,8768,7055,5142,4284,3603,2657,1639,0.107,0.037
"-0353",353,"0215",18.732,58598,56094,114692,724,487,348,292,416,869,1731,2596,2907,2475,2421,2732,2938,3101,3793,5280,6471,6097,3934,2535,2103,1776,1538,1034,405,259,223,407,814,2248,4185,5250,4602,3101,2381,2416,2701,2871,3007,3437,3799,3679,2974,2183,1791,1588,1108,665,1129,746,571,699,1230,3117,5916,7846,7509,5576,4802,5148,5639,5972,6800,8717,10270,9776,6908,4718,3894,3364,2646,1699,0.07,0.041
"-0354",354,"0171",8.8,16069,15337,31406,198,128,86,62,65,145,283,471,578,627,749,934,1055,1082,1190,1377,1521,1518,1122,845,691,589,449,304,132,92,65,67,154,403,748,1024,967,843,822,902,1021,1026,1052,1008,1027,967,833,673,533,446,322,210,330,220,151,129,219,548,1031,1495,1545,1470,1571,1836,2076,2108,2242,2385,2548,2485,1955,1518,1224,1035,771,514,0.096,0.027
"-0355",355,"0171",0.9,8234,8571,16805,85,50,33,29,33,64,159,272,283,299,359,459,512,521,588,652,724,735,673,536,444,344,238,142,62,37,30,43,80,200,341,481,434,399,439,502,540,526,589,597,626,624,587,473,388,294,178,101,147,87,63,72,113,264,500,753,717,698,798,961,1052,1047,1177,1249,1350,1359,1260,1009,832,638,416,243,0.174,0.029
"-0362",362,"0089",498.231,1054,1242,2296,3,1,1,1,2,5,12,28,44,63,80,82,83,85,87,92,93,84,68,52,41,26,15,6,5,2,1,1,2,7,17,37,59,75,91,101,103,102,100,104,103,88,75,58,47,34,20,10,8,3,2,2,4,12,29,65,103,138,171,183,186,187,187,196,196,172,143,110,88,60,35,16,0.142,0.02
"-0363",363,"0091",19.899,12168,12375,24543,70,38,31,45,134,257,407,511,558,582,646,722,797,837,907,996,1041,1043,762,570,485,379,225,125,133,69,45,38,67,168,332,620,685,672,677,721,723,714,786,882,976,973,819,644,547,475,374,235,203,107,76,83,201,425,739,1131,1243,1254,1323,1443,1520,1551,1693,1878,2017,2016,1581,1214,1032,854,599,360,0.071,0.049
"-0382",382,"0014",1.589,1155,1158,2313,5,2,1,1,1,2,6,15,29,48,67,83,86,89,89,97,103,99,96,84,70,47,25,10,4,2,1,1,2,6,17,37,56,74,84,86,87,90,91,97,94,100,84,57,38,25,16,9,9,4,2,2,3,8,23,52,85,122,151,169,173,179,180,194,197,199,180,141,108,72,41,19,0.148,0.05
"-0402",402,"0009",1.415,13733,13838,27571,66,38,36,67,121,294,482,737,871,881,912,951,953,943,937,999,1020,995,808,570,409,312,207,124,105,66,50,43,57,131,308,493,622,671,747,850,931,1000,1065,1130,1169,1212,978,705,554,453,314,184,171,104,86,110,178,425,790,1230,1493,1552,1659,1801,1884,1943,2002,2129,2189,2207,1786,1275,963,765,521,308,0.095,0.029
"-0403",403,"0015",112.432,10800,10678,21478,137,107,89,85,80,98,151,247,368,478,594,735,835,860,871,870,831,768,658,559,496,408,282,193,116,91,83,86,96,122,174,265,386,522,672,777,835,875,891,873,825,738,629,518,411,308,227,158,253,198,172,171,176,220,325,512,754,1000,1266,1512,1670,1735,1762,1743,1656,1506,1287,1077,907,716,509,351,0.164,0.247
"-0405",405,"0021",104.31,794,794,1588,5,3,1,3,10,40,39,41,37,38,40,45,48,50,51,58,58,59,48,37,32,24,18,9,3,1,2,3,5,11,16,50,45,42,47,52,55,55,60,68,74,64,47,35,25,17,11,6,8,4,3,6,15,51,55,91,82,80,87,97,103,105,111,126,132,123,95,72,57,41,29,15,0.023,0.051
"-0406",406,"0071",16.337,13655,13055,26710,129,79,54,38,43,95,228,493,680,602,624,718,803,838,922,1123,1403,1512,1038,664,549,470,342,208,100,58,37,32,65,191,481,1044,1134,815,712,751,794,788,810,831,880,939,764,565,462,378,266,158,229,137,91,70,108,286,709,1537,1814,1417,1336,1469,1597,1626,1732,1954,2283,2451,1802,1229,1011,848,608,366,0.08,0.028
"-0407",407,"0068",38.593,13578,14172,27750,123,65,43,28,49,208,464,579,544,486,499,559,637,698,809,1106,1490,1499,1149,761,647,540,382,213,59,35,26,53,141,475,997,1331,1245,907,733,736,733,722,762,888,1006,1000,821,507,396,298,191,110,182,100,69,81,190,683,1461,1910,1789,1393,1232,1295,1370,1420,1571,1994,2496,2499,1970,1268,1043,838,573,323,0.055,0.032
"-0408",408,"0068",57.436,11708,11787,23495,134,113,76,62,88,196,341,481,568,550,623,733,799,782,834,954,1019,944,670,504,413,343,294,187,135,91,68,62,82,198,365,514,560,553,615,699,784,804,829,888,932,913,725,570,479,402,313,206,269,204,144,124,170,394,706,995,1128,1103,1238,1432,1583,1586,1663,1842,1951,1857,1395,1074,892,745,607,393,0.072,0.06
"-0411",411,"0089",51.37,1651,1785,3436,11,7,5,5,9,17,32,53,81,121,145,144,131,125,124,121,117,107,90,70,53,38,27,18,11,7,5,4,4,6,12,29,49,77,112,140,155,156,163,165,164,150,126,94,67,44,28,17,22,14,10,9,13,23,44,82,130,198,257,284,286,281,287,286,281,257,216,164,120,82,55,35,0.073,0.111
"-0412",412,"089A",0.01,2597,2537,5134,17,7,4,4,7,20,45,84,127,156,177,190,208,196,204,207,217,216,163,122,94,65,42,25,17,10,8,7,19,21,63,119,141,147,161,174,186,181,181,184,187,189,163,128,96,71,54,30,34,17,12,11,26,41,108,203,268,303,338,364,394,377,385,391,404,405,326,250,190,136,96,55,0.139,0.06
"-0414",414,"0095",0.225,345,384,729,1,0,0,0,0,2,8,11,19,25,28,29,29,28,27,25,24,22,19,16,12,10,7,3,1,0,0,0,0,1,4,7,11,18,23,29,34,37,38,37,35,32,26,19,14,10,6,2,2,0,0,0,0,3,12,18,30,43,51,58,63,65,65,62,59,54,45,35,26,20,13,5,0.108,0.17
"-0416",416,"0089",306.479,1433,1464,2897,11,6,3,3,4,8,18,36,53,63,73,76,80,87,100,117,139,153,131,98,71,52,33,18,7,3,5,8,23,69,84,88,79,87,95,98,100,100,103,107,103,91,70,51,39,28,17,9,18,9,8,11,27,77,102,124,132,150,168,174,180,187,203,224,242,244,201,149,110,80,50,27,0.025,0.034
"-0420",420,"0191",77.531,2336,2284,4620,25,18,15,16,18,24,34,64,100,141,172,171,169,169,177,181,176,172,143,112,85,66,51,37,21,18,18,17,24,40,65,85,112,137,156,169,176,178,187,183,171,144,116,88,68,51,35,25,46,36,33,33,42,64,99,149,212,278,328,340,345,347,364,364,347,316,259,200,153,117,86,62,0.03,0.228
"-0424",424,"0191",355.61,915,960,1875,4,2,1,1,2,5,22,22,31,43,53,60,63,65,74,83,101,81,77,47,34,23,12,9,2,1,1,2,11,64,47,47,56,60,64,68,73,77,74,69,66,65,41,29,20,13,7,3,6,3,2,3,13,69,69,69,87,103,117,128,136,142,148,152,167,146,118,76,54,36,19,12,0.04,0.088
"-0425",425,"0040",111.561,4917,5335,10252,21,13,12,21,54,167,277,279,294,283,292,311,350,355,354,362,356,351,250,178,137,100,63,37,35,24,20,24,41,105,170,272,272,295,338,363,368,351,376,418,449,440,320,227,169,122,82,54,56,37,32,45,95,272,447,551,566,578,630,674,718,706,730,780,805,791,570,405,306,222,145,91,0.205,0.129
"-0430",430,"0030",80.704,236,230,466,1,1,0,0,1,3,7,12,14,18,17,17,17,17,17,16,15,15,13,11,9,7,5,3,1,1,0,0,1,2,4,6,10,12,14,17,18,19,21,21,20,18,14,11,8,6,4,2,2,2,0,0,2,5,11,18,24,30,31,34,35,36,38,37,35,33,27,22,17,13,9,5,0.042,0.195
"-0431",431,"0028",28.668,1176,1289,2465,14,9,7,8,12,19,28,45,53,63,68,75,75,78,81,87,93,86,74,63,52,39,28,19,16,7,6,8,14,29,37,47,70,81,91,93,95,94,97,98,96,87,71,50,40,28,18,16,30,16,13,16,26,48,65,92,123,144,159,168,170,172,178,185,189,173,145,113,92,67,46,35,0.14,0.247
"-0501",501,"0215",26.4,36782,38224,75006,252,185,185,330,626,1672,2938,3584,3099,2075,1588,1639,1742,1792,1902,2312,2402,2354,1771,1294,1052,916,655,417,430,289,194,211,345,790,1511,1798,1894,1728,1661,1733,1816,1999,2465,3410,4224,3948,2470,1522,1290,1051,870,575,682,474,379,541,971,2462,4449,5382,4993,3803,3249,3372,3558,3791,4367,5722,6626,6302,4241,2816,2342,1967,1525,992,0.075,0.089
"-0502",502,"0015",222.158,9763,9745,19508,89,75,64,63,87,153,244,351,452,580,733,790,765,763,771,729,670,568,500,457,346,234,161,118,148,105,83,73,76,95,115,162,239,332,430,549,653,732,795,823,824,780,704,603,502,403,304,215,237,180,147,136,163,248,359,513,691,912,1163,1339,1418,1495,1566,1552,1494,1348,1204,1060,848,637,465,333,0.044,0.196
"-0503",503,"0089",226.441,2667,2564,5231,21,13,13,16,25,50,78,126,139,143,167,194,214,201,191,197,195,189,152,113,89,68,43,30,31,17,14,11,20,33,46,82,115,122,136,162,191,192,190,198,206,202,166,133,108,84,62,43,52,30,27,27,45,83,124,208,254,265,303,356,405,393,381,395,401,391,318,246,197,152,105,73,0.139,0.14
"-0504",504,"0089",156.965,622,670,1292,2,1,2,1,3,8,14,23,32,40,45,49,51,50,52,52,49,43,34,25,20,13,8,5,3,2,1,1,1,3,9,18,28,39,49,53,54,55,57,58,56,52,41,30,23,17,12,8,5,3,3,2,4,11,23,41,60,79,94,102,105,105,109,110,105,95,75,55,43,30,20,13,0.097,0.164
"-0507",507,"0006",239.232,6271,6548,12819,53,39,33,35,60,83,139,203,270,307,357,410,461,479,490,523,528,498,394,303,238,172,120,76,63,46,34,36,48,109,177,311,357,367,420,469,480,471,470,475,457,434,366,301,256,186,129,86,116,85,67,71,108,192,316,514,627,674,777,879,941,950,960,998,985,932,760,604,494,358,249,162,0.096,0.149
"-0508",508,"0070",38.732,3140,3346,6486,39,30,25,26,29,42,64,102,134,160,191,223,241,241,236,236,235,221,184,145,118,97,71,50,36,26,24,25,40,56,80,115,144,176,212,236,250,259,260,253,239,225,189,152,126,98,73,52,75,56,49,51,69,98,144,217,278,336,403,459,491,500,496,489,474,446,373,297,244,195,144,102,0.068,0.253
"-0509",509,"0040",12.808,12626,12681,25307,49,32,29,38,96,282,682,1134,1075,855,780,785,786,793,838,865,832,784,604,423,345,258,170,91,114,69,49,37,43,84,215,420,543,586,635,701,743,803,900,1083,1281,1385,957,598,471,405,332,227,163,101,78,75,139,366,897,1554,1618,1441,1415,1486,1529,1596,1738,1948,2113,2169,1561,1021,816,663,502,318,0.119,0.071
"-0510",510,"0218",7.7,2144,2172,4316,15,7,9,7,9,58,38,64,99,106,99,125,132,135,140,171,166,207,164,129,106,80,48,30,14,6,6,6,12,39,99,120,124,138,116,142,145,131,132,153,153,159,161,108,87,62,40,19,29,13,15,13,21,97,137,184,223,244,215,267,277,266,272,324,319,366,325,237,193,142,88,49,0.102,0.108
"-0511",511,"1267",2.145,3011,2780,5791,12,5,2,4,16,34,85,234,270,211,164,184,195,179,190,220,203,207,193,140,116,77,45,25,18,7,4,3,4,16,34,100,121,114,116,151,192,178,190,233,265,329,222,156,131,104,57,35,30,12,6,7,20,50,119,334,391,325,280,335,387,357,380,453,468,536,415,296,247,181,102,60,0.078,0.106
"-0512",512,"0035",10.532,234,255,489,0,0,0,0,0,1,3,5,8,11,15,20,21,23,24,24,23,18,14,10,7,4,2,1,0,0,0,0,0,34,4,7,10,15,19,20,20,19,19,18,17,16,13,10,7,4,2,1,0,0,0,0,0,35,7,12,18,26,34,40,41,42,43,42,40,34,27,20,14,8,4,2,0.043,0.063
"-0513",513,"0015",76.32,11171,11038,22209,143,106,85,82,88,111,170,259,376,488,586,688,791,862,900,912,898,834,723,593,509,436,320,211,115,96,89,91,97,135,195,311,444,606,744,834,863,884,882,862,813,737,626,511,401,312,230,160,258,202,174,173,185,246,365,570,820,1094,1330,1522,1654,1746,1782,1774,1711,1571,1349,1104,910,748,550,371,0.122,0.219
"-0601",601,"0092",7.873,1118,1186,2304,10,5,2,1,1,2,6,13,22,32,42,55,66,76,89,100,106,106,94,90,81,62,35,22,5,3,1,1,2,13,27,35,45,57,67,77,90,99,102,103,103,98,90,66,44,29,19,10,15,8,3,2,3,15,33,48,67,89,109,132,156,175,191,203,209,204,184,156,125,91,54,32,0.013,0.02
"-0602",602,"0092",22.487,287,318,605,1,0,0,0,0,1,3,5,8,13,19,22,24,29,31,30,29,25,20,12,7,4,3,1,1,1,0,0,0,0,1,2,4,7,12,20,26,32,35,36,35,32,29,21,12,7,3,2,2,1,0,0,0,1,4,7,12,20,31,42,50,61,66,66,64,57,49,33,19,11,6,3,0.204,0.048
"-0605",605,"0224",8.92,16325,16122,32447,103,54,29,23,40,134,502,1148,1449,1236,1056,1109,1134,1090,1124,1105,1062,1052,869,627,508,394,302,175,125,86,47,26,38,87,210,514,676,766,910,1074,1176,1183,1321,1477,1530,1456,999,694,581,494,386,266,228,140,76,49,78,221,712,1662,2125,2002,1966,2183,2310,2273,2445,2582,2592,2508,1868,1321,1089,888,688,441,0.133,0.026
"-0606",606,"0248",2.561,9453,9545,18998,36,20,15,16,39,139,451,771,830,741,648,657,655,626,660,649,623,595,447,290,206,155,120,64,74,51,26,14,14,44,131,334,407,440,505,560,631,670,776,906,1005,1002,589,385,310,272,234,165,110,71,41,30,53,183,582,1105,1237,1181,1153,1217,1286,1296,1436,1555,1628,1597,1036,675,516,427,354,229,0.151,0.027
"-0609",609,"0167",1.25,4537,4526,9063,13,7,5,7,36,95,195,304,309,256,256,290,312,301,321,383,418,339,232,164,132,89,47,26,28,14,7,4,8,28,110,208,312,271,262,264,280,285,306,349,371,387,323,230,186,148,95,50,41,21,12,11,44,123,305,512,621,527,518,554,592,586,627,732,789,726,555,394,318,237,142,76,0.015,0.023
"-0611",611,"0015",258.6,54152,55072,109224,496,322,229,204,350,627,1255,1930,2210,2442,2745,3011,3201,3410,3838,4415,5020,5331,4059,2881,2287,1843,1251,795,422,280,240,299,603,1718,2778,3877,3737,2943,2842,3039,3241,3310,3489,3743,3758,3740,3128,2474,2037,1590,1105,679,918,602,469,503,953,2345,4033,5807,5947,5385,5587,6050,6442,6720,7327,8158,8778,9071,7187,5355,4324,3433,2356,1474,0.113,0.095
